sid,schid,distid,al_grp_avg,al_sr_grp_avg,al_is_grp_avg,e_ma_grp_avg,e_lit_ln_grp_avg,e_lit_ls_grp_avg,gender,ethnic_cd,al_admn_cd,al_atmpt_cd,al_s_ravg,al_i_savg,al_to_tavg,e_ma_admn_cd,e_ma_atmpt_cd,e_ma_to_tscore,e_lit_ln_atmpt_cd,e_lit_ln_admn_cd,e_lit_l_ncorr,e_lit_ls_atmpt_cd,e_lit_ls_admn_cd,e_lit_l_scorr
10611,250,106,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.7,1,1.4667,0,Y,7,Y,0,19,Y,0,0
10612,547,110,Y,Y,Y,Y,Y,Y,M,H,0,Y,4.7,5,4.8,0,Y,10,Y,0,1,Y,0,1
10613,248,105,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,4,3.9333,0,Y,5,Y,0,22,Y,0,3
10614,277,122,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.2,4,3.4667,0,Y,12,Y,0,13,Y,0,15
10615,244,105,N,N,N,Y,Y,Y,F,W,NA,NA,NA,NA,NA,0,Y,9,Y,0,44,Y,0,0
10616,240,105,Y,Y,Y,Y,Y,Y,F,M,0,Y,2.3,3.2,2.6,0,Y,8,Y,0,0,Y,0,0
10617,277,122,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.9,3,3.6,0,Y,14,Y,0,0,Y,0,0
10618,241,105,Y,Y,Y,Y,Y,Y,M,A,0,Y,3.1,3.4,3.2,0,Y,4,Y,0,44,Y,0,10
10619,246,105,Y,Y,Y,Y,Y,Y,F,W,0,Y,3,4,3.3333,0,Y,7,Y,0,6,Y,0,1
10620,250,106,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.7,2.8,2.7333,0,Y,5,Y,0,0,Y,0,0
10621,245,105,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.3,2.6,2.4,0,Y,8,Y,0,2,Y,0,0
10622,243,105,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.8,5,4.8667,0,Y,13,Y,0,15,Y,0,10
10623,222,94,N,N,N,Y,Y,Y,F,W,NA,NA,NA,NA,NA,0,Y,11,Y,0,2,Y,0,9
10624,246,105,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.1,4,4.0667,0,Y,10,Y,0,40,Y,0,27
10625,250,106,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.1,5,4.4,0,Y,6,Y,0,54,Y,0,5
10626,243,105,Y,Y,Y,Y,Y,Y,M,H,0,Y,1.8,2.2,1.9333,0,Y,4,Y,0,0,Y,0,0
10627,277,122,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.6,5,4.7333,0,Y,9,Y,0,14,Y,0,7
10628,277,122,Y,Y,Y,Y,Y,Y,M,A,0,Y,5,5,5,0,Y,10,Y,0,25,Y,0,0
10629,277,122,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.5,4.4,3.8,0,Y,2,Y,0,13,Y,0,6
10630,475,168,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.6,4,3.7333,0,Y,7,Y,0,47,Y,0,14
10631,250,106,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.1,5,4.4,0,Y,5,Y,0,3,Y,0,0
10632,420,145,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.1,3.6,3.2667,0,Y,4,Y,0,0,Y,0,0
10633,545,16,Y,Y,Y,Y,Y,Y,F,M,0,Y,3.7,3.2,3.5333,0,Y,14,Y,0,40,Y,0,17
10634,26,11,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.7,3.4,3.6,0,Y,7,Y,0,40,Y,0,31
10635,52,19,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.1,2.4,2.2,0,Y,8,Y,0,4,Y,0,0
10636,436,150,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.9,2.2,2.6667,0,Y,11,Y,0,4,Y,0,0
10637,379,131,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.7,4,3.8,0,Y,9,Y,0,22,Y,0,13
10638,379,131,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.8,3.8,3.8,0,Y,11,Y,0,18,Y,0,9
10639,379,131,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.9,5,4.9333,0,Y,12,Y,0,42,Y,0,35
10640,379,131,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.6,2.6,2.6,0,Y,15,Y,0,30,Y,0,18
10641,654,168,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.1,1.6,2.4667,0,Y,8,Y,0,29,Y,0,5
10642,207,89,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.5,3.4,3.4667,0,Y,7,Y,0,8,Y,0,0
10643,207,89,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4,3.9333,0,Y,7,Y,0,38,Y,0,14
10644,213,92,Y,Y,Y,Y,Y,Y,F,A,0,Y,2.8,3.2,2.9333,0,Y,3,Y,0,28,Y,0,0
10645,73,34,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.2,5,4.4667,0,Y,7,Y,0,28,Y,0,4
10646,156,79,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4.8,4.2667,0,Y,7,Y,0,3,Y,0,0
10647,512,180,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.6,4,3.7333,0,Y,4,Y,0,30,Y,0,12
10648,521,183,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.1,2.2,1.4667,0,Y,6,Y,0,0,Y,0,0
10649,515,181,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.3,3.2,3.2667,0,Y,6,Y,0,1,Y,0,0
10650,73,34,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4,3.9333,0,Y,11,Y,0,5,Y,0,0
10651,368,130,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4,3.9333,0,Y,6,Y,0,0,Y,0,0
10652,633,167,N,N,N,Y,Y,Y,M,M,NA,NA,NA,NA,NA,0,Y,10,Y,0,45,Y,0,29
10653,73,34,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,3.4,3.5333,0,Y,5,Y,0,18,Y,0,5
10654,247,105,Y,Y,Y,Y,Y,Y,M,H,0,Y,2,3,2.3333,0,Y,4,Y,0,1,Y,0,0
10655,518,182,Y,Y,Y,Y,Y,Y,F,H,0,Y,4,4,4,0,Y,6,Y,0,1,Y,0,1
10656,405,136,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.4,5,4.5714,0,Y,6,Y,0,2,Y,0,0
10657,671,103,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.2,5,4.4667,0,Y,8,Y,0,1,Y,0,2
10658,381,133,Y,Y,Y,Y,Y,Y,M,I,0,Y,3.7,4.6,4,0,Y,14,Y,0,1,Y,0,1
10659,14,9,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,10,Y,0,55,Y,0,37
10660,40,15,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.8,4.8,3.4667,0,Y,14,Y,0,16,Y,0,6
10661,41,15,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.4,2,2.2667,0,Y,9,Y,0,21,Y,0,6
10662,48,12,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,5,4.3333,0,Y,8,Y,0,18,Y,0,0
10663,426,151,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.8,2.4,2.6667,0,Y,10,Y,0,6,Y,0,0
10664,717,11,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.1,2.4,2.2,0,Y,8,Y,0,46,Y,0,22
10665,18,10,Y,Y,Y,Y,Y,Y,F,M,0,Y,2.9,4,3.2667,0,Y,3,Y,0,13,Y,0,0
10666,48,12,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4.2,4,0,Y,12,Y,0,20,Y,0,8
10667,339,130,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.5,3,3.3333,0,Y,5,Y,0,27,Y,0,6
10668,355,130,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.2,3.8,3.4,0,Y,5,Y,0,13,Y,0,6
10669,383,133,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.1,5,3.7333,0,Y,6,Y,0,5,Y,0,0
10670,706,168,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.9,4,4.6,0,Y,9,Y,0,24,Y,0,7
10671,503,172,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.4,2.4,2.4,0,Y,7,Y,0,0,Y,0,0
10672,676,88,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.9,4.4,3.4,0,Y,5,Y,0,38,Y,0,0
10673,484,172,N,N,N,Y,Y,Y,M,W,5,N,NA,NA,NA,0,Y,6,Y,0,43,Y,0,9
10674,502,172,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.5,4.4,4.4667,0,Y,6,Y,0,37,Y,0,22
10675,476,168,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.1,3,3.0667,0,Y,6,Y,0,0,Y,0,0
10676,715,168,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,3.4,3.3333,0,Y,13,Y,0,24,Y,0,12
10677,503,172,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.8,4,3.2,0,Y,4,Y,0,6,Y,0,1
10678,480,172,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.4,4,2.9286,0,Y,9,Y,0,2,Y,0,1
10679,482,172,Y,Y,Y,Y,Y,Y,F,B,0,Y,2.6,3,2.7333,0,Y,0,Y,0,5,Y,0,0
10680,267,118,Y,Y,Y,Y,Y,Y,F,B,0,Y,3.9,3.8,3.8667,0,Y,6,Y,0,58,Y,0,40
10681,85,39,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,3.6,3.4,0,Y,7,Y,0,10,Y,0,1
10682,171,82,Y,Y,Y,N,N,N,F,H,0,Y,2.2,3.6,2.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA
10683,476,168,Y,Y,Y,Y,Y,Y,F,A,0,Y,3.6,4,3.7333,0,Y,10,Y,0,18,Y,0,12
10684,457,168,Y,Y,Y,Y,Y,Y,F,A,0,Y,3.4,4.2,3.6429,0,Y,6,Y,0,24,Y,0,0
10685,504,172,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.3,4.4,3.6667,0,Y,8,Y,0,4,Y,0,1
10686,493,172,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.9,4.4,3.4,0,Y,4,Y,0,24,Y,0,4
10687,544,172,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.2,3.6,3.3333,0,Y,8,Y,0,0,Y,0,0
10688,564,171,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.3,2.4,2.3333,0,Y,16,Y,0,0,Y,0,5
10689,471,171,N,N,N,Y,Y,Y,F,W,1,N,NA,NA,NA,0,Y,9,Y,0,8,Y,0,2
10690,471,171,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.8,4.6,4.0667,0,Y,7,Y,0,40,Y,0,1
10691,471,171,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.7,3.8,3.7333,0,Y,8,Y,0,24,Y,0,14
10692,599,168,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.2,2.6,3,0,Y,11,Y,0,3,Y,0,3
10693,234,103,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.5,4,3.6667,0,Y,10,Y,0,5,Y,0,3
10694,233,103,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,2.4,3.0667,0,Y,13,Y,0,25,Y,0,15
10695,43,120,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.9,5,4.2667,0,Y,4,Y,0,2,Y,0,0
10696,342,130,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,5,3.9333,0,Y,5,Y,0,30,Y,0,19
10697,505,172,Y,Y,Y,Y,Y,Y,F,B,0,Y,1.9,1.8,1.8667,0,Y,4,Y,0,0,Y,0,0
10698,428,151,Y,Y,Y,N,N,N,M,H,0,Y,1.1,1,1.1333,NA,NA,NA,NA,NA,NA,NA,NA,NA
10699,428,151,Y,Y,Y,Y,Y,Y,F,W,0,Y,2,2,2,0,Y,7,Y,0,6,Y,0,0
10700,122,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3,4,3.3333,0,Y,5,Y,0,3,Y,0,2
10701,265,112,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.9,3.2,3,0,Y,9,Y,0,7,Y,0,1
10702,262,112,Y,Y,Y,Y,Y,Y,M,H,0,Y,4,4,4,0,Y,9,Y,0,0,Y,0,0
10703,262,112,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.1,3,3.0667,0,Y,11,Y,0,3,Y,0,0
10704,264,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.6,4.8,4.6667,0,Y,9,Y,0,24,Y,0,6
10705,262,112,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.2,4,4.1333,0,Y,8,Y,0,36,Y,0,10
10706,268,113,N,N,N,Y,Y,Y,F,W,5,N,NA,NA,NA,0,Y,8,Y,0,40,Y,0,6
10707,672,186,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4,3.9333,0,Y,9,Y,0,0,Y,0,0
10708,265,112,Y,Y,Y,Y,Y,Y,F,A,0,Y,4.4,5,4.6,0,Y,10,Y,0,27,Y,0,10
10709,268,113,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.5,4,4.3333,0,Y,14,Y,0,20,Y,0,0
10710,266,112,Y,Y,Y,Y,Y,Y,M,B,0,Y,4.1,4.6,4.2667,0,Y,7,Y,0,2,Y,0,0
10711,264,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.9,5,4.9333,0,Y,15,Y,0,12,Y,0,3
10712,268,113,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.6,5,4.0667,0,Y,5,Y,0,0,Y,0,0
10713,265,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,4.8,4,0,Y,8,Y,0,2,Y,0,2
10714,268,113,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.8,4,3.2,0,Y,6,Y,0,28,Y,0,5
10715,268,113,Y,Y,Y,Y,Y,Y,F,A,0,Y,4.4,4.8,4.5333,0,Y,12,Y,0,36,Y,0,10
10716,267,118,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.9,4,3.2667,0,Y,4,Y,0,20,Y,0,1
10717,265,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.6,3,2.7333,0,Y,7,Y,0,27,Y,0,4
10718,262,112,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.5,3.6,3.5333,0,Y,8,Y,0,32,Y,0,16
10719,267,118,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,10,Y,0,29,Y,0,7
10720,268,113,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.3,4,3.5333,0,Y,9,Y,0,17,Y,0,5
10721,267,118,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.8,5,4.8667,0,Y,10,Y,0,8,Y,0,7
10722,265,112,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.9,3.8,3.8667,0,Y,9,Y,0,1,Y,0,0
10723,672,186,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.9,5,4.2667,0,Y,5,Y,0,0,Y,0,2
10724,267,118,Y,Y,Y,Y,Y,N,M,A,0,Y,2.7,2.8,2.7333,0,Y,0,Y,0,29,Y,C,0
10725,672,186,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.7,3,2.8,0,Y,6,Y,0,15,Y,0,0
10726,262,112,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.2,4,3.4667,0,Y,5,Y,0,0,Y,0,0
10727,262,112,Y,Y,Y,Y,N,Y,M,H,0,Y,3.4,4,3.6,0,Y,12,N,1,NA,Y,0,0
10728,268,113,Y,Y,Y,Y,Y,Y,M,A,0,Y,3.2,2.8,3.0667,0,Y,8,Y,0,8,Y,0,0
10729,262,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,3.8,3.5333,0,Y,6,Y,0,13,Y,0,1
10730,266,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,2,2.9333,0,Y,9,Y,0,0,Y,0,2
10731,268,113,N,N,N,Y,Y,Y,F,W,NA,NA,NA,NA,NA,0,Y,7,Y,0,32,Y,0,8
10732,262,112,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.4,4.8,4.5333,0,Y,8,Y,0,32,Y,0,21
10733,266,112,Y,Y,Y,Y,Y,Y,M,P,0,Y,3.4,3.8,3.5333,0,Y,3,Y,0,1,Y,0,0
10734,268,113,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.5,5,4.6667,0,Y,10,Y,0,40,Y,0,15
10735,263,112,N,N,N,Y,Y,Y,F,W,NA,NA,NA,NA,NA,0,Y,0,Y,0,3,Y,0,0
10736,268,113,Y,Y,Y,Y,Y,Y,F,H,0,Y,4,4,4,0,Y,10,Y,0,6,Y,0,0
10737,268,113,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,4,3.7333,0,Y,6,Y,0,25,Y,0,11
10738,262,112,Y,Y,Y,Y,Y,Y,F,W,0,Y,5,5,5,0,Y,6,Y,0,49,Y,0,18
10739,263,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.2,5,4.4667,0,Y,6,Y,0,39,Y,0,24
10740,266,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.1,3.75,3.2667,0,Y,10,Y,0,0,Y,0,0
10741,672,186,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.7,3,2.8,0,Y,6,Y,0,2,Y,0,3
10742,265,112,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.6,4,3.0667,0,Y,6,Y,0,12,Y,0,1
10743,262,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.1,4,3.4,0,Y,4,Y,0,7,Y,0,0
10744,262,112,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.7,5,4.8,0,Y,16,Y,0,1,Y,0,5
10745,264,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.9,3.4,3.0667,0,Y,8,Y,0,9,Y,0,1
10746,265,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.8,4,3.8667,0,Y,13,Y,0,26,Y,0,12
10747,264,112,Y,Y,Y,Y,Y,Y,M,B,0,Y,3.8,4.2,3.9333,0,Y,14,Y,0,15,Y,0,1
10748,265,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.7,4,3.1333,0,Y,7,Y,0,0,Y,0,0
10749,262,112,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.1,2.6,2.2667,0,Y,10,Y,0,0,Y,0,0
10750,267,118,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,4,3.7333,0,Y,9,Y,0,9,Y,0,3
10751,264,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,3.2,3.4667,0,Y,8,Y,0,35,Y,0,0
10752,268,113,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.2,5,4.4667,0,Y,9,Y,0,11,Y,0,0
10753,265,112,Y,Y,Y,Y,Y,Y,F,W,0,Y,3,3.4,3.1333,0,Y,4,Y,0,20,Y,0,0
10754,268,113,Y,Y,Y,Y,Y,Y,F,W,0,Y,5,5,5,0,Y,15,Y,0,17,Y,0,6
10755,264,112,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,4,3.9333,0,Y,7,Y,0,22,Y,0,0
10756,672,186,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,4,3.8,0,Y,13,Y,0,25,Y,0,12
10757,268,113,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.9,5,4.9333,0,Y,10,Y,0,16,Y,0,2
10758,262,112,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.5,3.6,3.5333,0,Y,8,Y,0,20,Y,0,0
10759,289,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,3,3.4,0,Y,12,Y,0,0,Y,0,0
10760,532,128,Y,Y,Y,Y,Y,Y,F,H,0,Y,4,4,4,0,Y,3,Y,0,0,Y,0,0
10761,8,8,Y,Y,Y,Y,Y,Y,M,H,0,Y,3,3,3,0,Y,7,Y,0,10,Y,0,1
10762,8,8,Y,Y,Y,N,Y,Y,M,H,0,Y,3.2,3.8,3.4,2,Y,2,Y,0,12,Y,0,0
10763,414,138,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.8,4,3.8667,0,Y,10,Y,0,5,Y,0,2
10764,8,8,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.7,5,4.8,0,Y,13,Y,0,12,Y,0,14
10765,10,8,Y,Y,Y,Y,Y,Y,M,M,0,Y,4,4,4,0,Y,14,Y,0,21,Y,0,7
10766,504,172,Y,Y,Y,Y,Y,Y,M,I,0,Y,3.8,4,3.8667,0,Y,8,Y,0,2,Y,0,0
10767,398,134,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.4,4,3.5714,0,Y,5,Y,0,2,Y,0,0
10768,398,134,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.2,4.4,4.2667,0,Y,8,Y,0,36,Y,0,6
10769,518,182,Y,Y,Y,Y,Y,Y,F,W,0,Y,5,5,5,0,Y,9,Y,0,26,Y,0,9
10770,293,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.3,3.6,3.4,0,Y,5,Y,0,0,Y,0,0
10771,561,128,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.8,4,3.2,0,Y,6,Y,0,0,Y,0,6
10772,313,125,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.5,2.6,3.2,0,Y,6,Y,0,17,Y,0,0
10773,414,138,Y,Y,Y,Y,Y,Y,M,A,0,Y,4.7,5,4.8,0,Y,7,Y,0,13,Y,0,1
10774,409,136,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.2,4.2,3.5333,0,Y,9,Y,0,21,Y,0,6
10775,408,136,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.9,4,3.9333,0,Y,3,Y,0,1,Y,0,0
10776,388,132,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.9,5,4.9333,0,Y,5,Y,0,3,Y,0,0
10777,407,136,Y,Y,Y,Y,N,N,M,H,0,Y,4,4.2,4.0667,0,Y,0,NA,NA,NA,NA,NA,NA
10778,73,34,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,3.6,3.4,0,Y,5,Y,0,6,Y,0,2
10779,73,34,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.1,4,3.4,0,Y,11,Y,0,0,Y,0,1
10780,697,135,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.3,3.6,3.4,0,Y,3,Y,0,24,Y,0,0
10781,73,34,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,3.6,3.6,0,Y,12,Y,0,15,Y,0,1
10782,383,133,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.3,3.4,2.6667,0,Y,6,Y,0,4,Y,0,1
10783,73,34,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.6,5,4.0667,0,Y,10,Y,0,0,Y,0,0
10784,73,34,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.3,4.4,4.3333,0,Y,11,Y,0,43,Y,0,29
10785,73,34,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.1,4,4.0667,0,Y,15,Y,0,74,Y,0,7
10786,73,34,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.2,3.8,3.4,0,Y,5,Y,0,11,Y,0,6
10787,73,34,Y,Y,Y,Y,Y,Y,F,H,0,Y,4,4,4,0,Y,6,Y,0,4,Y,0,0
10788,73,34,Y,Y,Y,N,Y,Y,F,H,0,Y,3.2,4.2,3.5333,NA,NA,NA,Y,0,2,Y,0,0
10789,739,9,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.5,5,4.6667,0,Y,12,Y,0,0,Y,0,0
10790,648,106,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.8,1.8,1.8,0,Y,7,Y,0,0,Y,0,2
10791,301,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.7,4.4,3.9333,0,Y,2,Y,0,0,Y,0,0
10792,60,25,Y,Y,Y,N,N,N,F,A,0,Y,3.6,3.8,3.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA
10793,480,172,N,N,N,Y,Y,Y,M,W,NA,NA,NA,NA,NA,0,Y,7,Y,0,7,Y,0,1
10794,73,34,Y,Y,Y,Y,Y,Y,F,I,0,Y,3.8,4,3.8667,0,Y,4,Y,0,31,Y,0,2
10795,349,130,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.3,5,4.5333,0,Y,9,Y,0,1,Y,0,0
10796,60,25,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,3.25,3.6,0,Y,7,Y,0,30,Y,0,26
10797,67,30,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.5,5,4,0,Y,6,Y,0,4,Y,0,1
10798,603,38,Y,Y,Y,Y,Y,Y,M,B,0,Y,3.7,4,3.8,0,Y,9,Y,0,11,Y,0,1
10799,60,25,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.8,4.8,4.8,0,Y,10,Y,0,28,Y,0,7
10800,60,25,Y,Y,Y,N,N,N,F,W,0,Y,1.6,2.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
10801,60,25,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,5,4.0667,0,Y,7,Y,0,29,Y,0,10
10802,13,8,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,3.8,3.9333,0,Y,8,Y,0,35,Y,0,0
10803,322,129,N,N,N,Y,Y,Y,M,A,NA,NA,NA,NA,NA,0,Y,0,Y,0,4,Y,0,0
10804,271,115,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,2.8,3.1333,0,Y,12,Y,0,32,Y,0,8
10805,44,12,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,4,3.8,0,Y,12,Y,0,24,Y,0,17
10806,60,25,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.5,4.8,4.6,0,Y,13,Y,0,39,Y,0,12
10807,60,25,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.5,2.6,2.5333,0,Y,3,Y,0,23,Y,0,3
10808,158,79,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.9,5,4.9333,0,Y,12,Y,0,28,Y,0,9
10809,73,34,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.5,4.2,3.7333,0,Y,9,Y,0,12,Y,0,1
10810,60,25,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.7,3.6,3,0,Y,7,Y,0,2,Y,0,0
10811,60,25,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.5,4,3.6667,0,Y,5,Y,0,0,Y,0,0
10812,60,25,Y,Y,Y,Y,Y,Y,F,M,0,Y,5,5,5,0,Y,7,Y,0,28,Y,0,0
10813,164,81,Y,Y,Y,N,N,N,F,W,0,Y,2.8,3,2.8667,NA,NA,NA,NA,NA,NA,NA,NA,NA
10814,60,25,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,4,3.8,0,Y,11,Y,0,22,Y,0,22
10815,170,82,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,4,3.6,0,Y,8,Y,0,0,Y,0,0
10816,60,25,Y,Y,Y,Y,Y,Y,M,M,0,Y,2.9,4,3.2667,0,Y,7,Y,0,2,Y,0,2
10817,60,25,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.5,2.2,2.4,0,Y,13,Y,0,0,Y,0,0
10818,60,25,Y,Y,Y,Y,Y,Y,M,H,0,Y,5,5,5,0,Y,6,Y,0,10,Y,0,10
